,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
19,<START>_START,Sa_prep,mbliain_noun,1633_num,bhí_be.past,Fear_prop,Ionad_prop,an_par,Rí_prop,",_pun",an_par,Tiarna_prop,Wentworth_prop,",_pun",ag_prep,scríobh_vn,chuig_prep,Ard_prop,Easpag_prop,Canterbury_prop,ag_prep,clamhsán_noun,faoi_prep,na_det,tithe_noun,óil_vn,a_rel,bhí_be.past,faoi_prep,urlár_noun,Eaglais_prop,Chríost_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,<START>_START,Agus_conj,sa_prep,mbhain_noun,chéanna_adj,do_par,'fhoilsigh_vb.past,Wentworth_prop,Ordú_prop,ag_prep,ruaigeadh_det,gach_qual,tábhairne_noun,",_pun",siopa_END,tobac_noun,agus_conj,siopa_noun,óil_vn,as_prep,an_noun,bhfoirgneamh_prep,—_pun,ach_prep,ar_prep,a_rel,laghad_noun,bhí_be.past,de_prep,thuiscint_vn,ann_noun,gan_prep,an_par,tOrdú_prop,a_prep,chur_noun,i_prep,bhfeidhm_noun,go_prep,dtí_prep,tar_vb.ord.syn,éis_prep,na_noun,Nollag_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,<START>_START,Ba_cop,le_prep,Tomás_prop,Ó_prop,Ríain_prop,é_obj,agus_conj,scríobhadh_vb.past.aut,dán_sub,molta_adj,faoi_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,<START>_START,Ní_neg,raibh_be.sub,an_det,fíon_prop,ach_conj,12_num,nó_conj,13_num,pingin_noun,an_det,cárt_prop,",_pun",de_prep,réir_prep,an_det,fhile_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,<START>_START,Bunaíodh_vb.past.aut,cumann_noun,ceoil_noun,sa_prep,teach_noun,seo_dem,a_rel,mbíodh_be.pasthab,an_par,Dean_prop,Swift_prop,ag_prep,caitheamh_vn,anuas_adv,air_prep,go_par,tréan_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,<START>_START,Luann_vb.pres,sé_sub,go_par,háirithe_adj,triúr_num,vicar_pun,a_rel,thug_vb.past,dúshlán_noun,na_det,n-údaráisí_noun,in_prep,Eaglais_prop,Phádraig_prop,agus_sconj,``_pun,at_vn,the_eng,instance_prep,of_eng,some_eng,obscure_eng,persons_prep,._pun,''_prop,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,<START>_START,Do_par,'aistrigh_vb.past,an_det,cumann_noun,ina_prep,dhiaidh_prep,sin_dem,agus_conj,bhunaigh_vb.past,an_det,Halla_prop,Ceoil_prop,i_prep,Sráid_prop,Fishamble_prop,a_rel,thug_vb.past,stáitse_noun,do_prep,shaothar_noun,Handel_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,<START>_START,I_prep,Sráid_prop,Fishamble_prop,chomh_adv,maith_noun,a_rel,bhí_be.past,Tábhairne_prop,Londain_prop,agus_conj,is_cop,ann_prep,a_rel,bhí_be.past,a_rel,oifig_noun,ag_prep,Damer_prop,an_det,airgid_noun,agus_conj,an_det,úis_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,<START>_START,Níor_neg,bhfada_noun,an_det,t-aistear_noun,uaidh_prep,seo_dem,go_par,Tábhairne_prop,an_par,Leoin_prop,nó_conj,an_par,Leoin_prop,Dheirg_prop,i_prep,Lána_prop,an_par,Chopair_prop,agus_conj,is_cop,anseo_adv,a_rel,chruinnigh_vb.past,na_det,Gaeil_noun,a_rel,bheartaigh_vb.past,an_det,chathair_noun,a_prep,ghabháil_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,<START>_START,i_prep,mí_noun,Meán_prop,Fhómhair_prop,",_pun",sa_prep,mbliain_noun,1641_num,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,<START>_START,Thug_vb.past,Réamoinn_prop,Mac_prop,Uidhir_prop,as_prep,Inis_vb.ord.syn,Ceithlinn_prop,fianaise_noun,Lá_prop,Samhna_prop,gur_comp,tháinig_vb.past,sé_sub,go_par,Baile_prop,Átha_prop,Cliath_prop,leis_prep,an_par,Tiarna_prop,Mac_prop,Uidhir_prop,agus_conj,go_comp,ndeacha_vb.past,sé_sub,ina_prep,chuideachtan_noun,chuig_prep,an_par,Leon_prop,Dearg_prop,i_prep,Lána_prop,an_par,Chopair_prop,",_pun",áit_noun,ar_prep,casadh_vb.ord,an_par,Captaen_prop,Mac_prop,Mathúna_prop,orthu_prep,agus_conj,daoine_noun,eile_adj,nár_comp,aithnigh_vb.ord,sé_sub,``_pun,in_prep,scarlet_prep,and_eng,scarfes_eng,''_prop,agus_noun,gur_comp,chaitheadar_vb.past.syn,uair_noun,a_prep,'_prop,chloig_noun,ag_prep,ól_vn,inéindí_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,<START>_START,Ba_cop,le_prep,Iarla_prop,Chill_prop,Dara_prop,an_det,teach_noun,go_comp,dtí_prep,1534_num,nuair_sconj,a_rel,cuireadh_vb.ord,ó_prep,sheilbh_noun,an_det,tí_noun,é_obj,de_prep,bharr_prep,éirí_vb.sub,amach_adv,Thomáis_prop,Mhic_prop,Gearailt_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,<START>_START,San_prep,``_pun,Iolar_prop,''_pun,ar_par,Dhroim_prop,Coill_prop,Choille_prop,(_pun,Cork_prop,Hill_prop,)_pun,a_rel,tionóladh_eng,an_det,chéad_adj,chruinniú_prep,do_prep,'Éireannaigh_noun,Aontaithe_prop,Bhaile_prop,Átha_prop,Cliath_prop,",_pun",Napper_prop,Tandy_prop,mar_prep,rúnaí_noun,orthu_prep,",_pun",agus_conj,thagadh_vb.pasthab,Óglaigh_prop,Bhaile_prop,Átha_prop,Cliath_prop,le_prep,chéile_noun,go_par,rialta_adj,ann_prep,",_pun",Diúc_prop,Laighean_prop,mar_prep,cheannaire_noun,orthu_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,<START>_START,Bhíodh_be.pasthab,dinnéir_sub,ann_prep,ag_prep,cumann_noun,darbh_prep,ainm_noun,``_pun,Whigs_prop,of_eng,the_eng,Capital_prop,''_pun,agus_conj,bhíodh_be.pasthab,an_det,diúc_noun,ar_prep,an_det,lucht_noun,freastail_vb.ord.syn,chomh_adv,maith_adj,leis_prep,an_par,Tiarna_prop,Charlemont_prop,",_pun",Grattan_prop,",_pun",Curran_prop,agus_sconj,Ponsonby_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,<START>_START,Is_cop,ann_prep,i_prep,1757_num,a_prep,tionóladh_for,an_prop,chéad_adj,chruinniú_prep,den_prep,Chumann_prop,Chaitliceach_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,<START>_START,Agus_conj,i_prep,1708_num,nuair_sconj,a_rel,géaraíodh_vb.past.aut,ar_prep,an_det,bhformad_noun,agus_conj,ar_prep,an_det,sceon_noun,roimh_prep,ionrú_noun,Stiobhardach_prop,chaith_vb.past,an_par,tAthair_prop,Pól_prop,Mac_prop,Aodhgáin_prop,agus_conj,sagairt_noun,eile_adj,seal_noun,i_prep,mbraighdeanas_noun,sa_prep,``_pun,Mada_prop,Dubh_prop,",_pun",''_prop,rud_noun,a_prep,ba_adj,'ábhar_prep,dánta_noun,do_par,Sheán_prop,Ó_prep,Neachtain_prop,",_pun",duine_noun,den_prep,scoil_noun,fhilí_prep,Gaeilge_noun,a_rel,bhí_be.past,i_prep,mbarr_noun,réime_prep,i_prep,mBaile_prop,Átha_prop,Cliath_prop,san_prep,am_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,<START>_START,Faoin_prep,am_noun,seo_dem,glacadh_vb.past.aut,seilbh_adj,ar_prep,an_par,``_pun,Mada_prop,Dubh_prop,''_pun,mar_prep,phríosún_noun,do_prep,shirriam_prep,na_det,cathrach_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,<START>_START,Cé_q,nar_cop,thábhairne_noun,a_rel,thuilleadh_noun,é_obj,ní_neg,hionann_noun,sin_dem,is_adj,a_rel,rá_vn,gur_comp,tugadh_vb.ord,suas_adv,do_prep,dhíol_vb.past,dí_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,<START>_START,A_prop,mhalairt_noun,ar_prep,fad_noun,:_pun,anois_adv,bhí_be.past,sé_sub,riachtanach_prep,deoch_noun,a_prep,cheannacht_for,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,<START>_START,Níor_neg,mhór_adj,don_prep,bhfiachóir_noun,bocht_adj,",_pun",a_rel,caití_pun,isteach_adv,sa_prep,gcarcair_noun,seo_dem,",_pun",2/2_noun,a_rel,íoc_vb.inf,láithreach_adj,ar_prep,dheoch_noun,a_rel,dhíolfadh_vb.con,an_det,bairdéir_noun,",_pun",John_prop,Hawkins_prop,",_pun",nó_conj,a_pos,bhean_noun,nó_conj,a_prep,shearbhónta_noun,",_pun",Máirtín_prop,Ó_prep,Cobhthaidh_prop,",_pun",leis_prep,agus_noun,tugtaí_vb.pasthab.aut,léasadh_sub,gan_prep,trócaire_noun,don_prep,té_noun,a_prep,dhiúltódh_noun,don_prep,dubhchíos_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
