,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
13,<START>_START,Ní_neg,phléifear_be.sub,stair_noun,Athbheochan_prop,na_par,Gaeilge_prop,feasta_adj,gan_prep,ionad_noun,seasta_adj,sa_prep,díospóireacht_prop,a_rel,bheith_vn,ag_prep,Fin_prop,de_prep,Siècle_prop,na_par,Gaeilge_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,<START>_START,Is_cop,Éireannach_adj,é_obj,Colum_prop,",_pun",fear_noun,a_pos,rugadh_vb.past.aut,i_prep,mBaile_prop,Átha_prop,Cliath_prop,",_pun",sa_prep,bhliain_noun,1965_num,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,<START>_START,Téann_vb.pres,sé_sub,ar_prep,aghaidh_prep,ansin_adv,",_pun",le_prep,scéalta_noun,na_det,gcarachtar_noun,éagsúil_adj,a_rel,ríomh_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,<START>_START,Cuireann_vb.pres,an_det,t-údar_noun,``_pun,Tillie_prop,''_pun,in_prep,aithne_noun,dhúinn_prep,",_pun",agus_conj,í_obj,ag_prep,saothrú_vn,a_rel,coda_vn,le_prep,striapachas_noun,",_pun",agus_conj,fiú_adv,nach_comp,dtógann_vb.pres,sí_sub,a_pos,hiníon_noun,óg_adj,léi_prep,ar_prep,an_det,ród_noun,céanna_adj,sin_dem,!_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,<START>_START,Chuaigh_vb.past,an_det,leabhar_noun,seo_dem,i_prep,guíonn_noun,go_par,mór_adj,orm_prep,fhéin_adj,agus_conj,do_par,'éirigh_vb.past,leis_prep,an_det,údar_noun,a_rel,scéal_noun,a_rel,shá_vn,isteach_adv,go_prep,smior_noun,na_det,gcnámh_noun,ionam_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,<START>_START,Bhí_be.past,fear_noun,amháin_adv,lena_prep,bhean_noun,chéile_noun,",_pun",a_rel,gruaig_vb.past,fhada_adj,bhán_prep,le_prep,bláth_sub,socruithe_noun,sa_prep,chluas_noun,",_pun",ba_cop,'fhéidir_noun,cúpla_noun,roe_prep,níos_adj,mó_adj,ar_prep,a_rel,héadan_vn,ón_prep,gcéad_adj,uair_sconj,a_rel,chuala_vb.past,siad_sub,ceol_noun,ón_prep,gCeanadach_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,<START>_START,Polaiteoir_prep,ab_cop,ea_obj,Angelo_prop,Vassallo_prop,",_pun",a_pos,bhí_be.past,tofa_sub,don_prep,dara_adj,téarma_noun,níos_adj,túisce_prep,i_prep,mbliana_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,<START>_START,Ba_cop,'_pun,é_obj,sin_dem,an_det,polasaí_noun,a_rel,tharraing_vb.past,a_pos,bhás_noun,",_pun",dar_prep,lena_prep,lán_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,<START>_START,Ba_cop,dhuine_noun,den_prep,chineál_noun,sin_dem,é_obj,Vassallo_prop,",_pun",agus_conj,maraíodh_vb.past.aut,é_obj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,<START>_START,Neartaíodh_prep,an_det,dóchas_noun,sin_dem,níos_adj,túisce_prep,sa_prep,Samhradh_prop,nuair_sconj,a_rel,gabhadh_vb.past.aut,nach_comp,mór_adj,ceithre_num,chéad_adj,ball_noun,do_prep,'_pun,eagraíocht_noun,eile_adj,",_pun",an_det,'Ndrangheta_noun,",_pun",a_voc,bhíonn_be.hab,ag_prep,feidhmiú_noun,i_prep,gcúige_noun,Calabria_prop,",_pun",agus_conj,ceapadh_vb.past.aut,go_comp,mba_cop,bhuille_noun,throm_adj,é_obj,sin_dem,do_prep,cheann_noun,de_prep,na_det,ceithre_num,eagraíocht_noun,mhóra_prep,choiriúla_noun,san_prep,Iodáil_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,<START>_START,Tá_be.pres,an_det,pobal_noun,amhrasach_prep,go_par,maith_adj,faoin_prep,méid_noun,sin_dem,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,<START>_START,Chomh_adv,fada_adj,siar_adv,leis_prep,na_det,1820dí_noun,",_pun",bhí_be.past,'cumann_prep,cabhrach_noun,'_pun,bunaithe_adj,i_prep,réigiún_noun,lár_noun,na_par,Sicile_prop,",_pun",ar_prep,thug_vb.past,a_pos,bhunaitheoirí_noun,an_par,Sacra_prop,Unione_prop,air_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,<START>_START,Tháinig_vb.past,siad_sub,chun_prep,cinn_noun,go_par,háirithe_adj,sa_prep,tSicil_prop,tar_vb.ord.syn,éis_prep,deireadh_vb.pasthab,bheith_vn,curtha_adj,leis_prep,an_det,bhfeodachas_noun,ann_prep,",_pun",rud_noun,a_rel,tharta_vn,in_prep,1812_num,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,<START>_START,Gan_prep,mórán_qual,achair_noun,",_pun",facthas_vb.past.aut,don_prep,phobal_noun,gurbh_cop,fhearrde_noun,iad_obj,bheith_vn,cuiditheach_prep,leis_prep,na_det,dreamanna_noun,seo_dem,",_pun",mar_sconj,nach_cop,raibh_be.sub,na_det,húdaráis_noun,áitiúla_prep,in_prep,ann_prep,an_det,chosaint_noun,ba_cop,ghá_noun,a_rel,chur_vn,ar_prep,fail_vn,dóibh_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,<START>_START,Do_par,'fhág_vb.past,sin_dem,go_comp,raibh_be.sub,cairde_sub,sa_prep,chúirt_noun,acu_prep,",_pun",agus_conj,ba_cop,dheacair_adj,an_det,dlí_noun,a_rel,chur_vn,orthu_prep,go_par,héifeachtach_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,<START>_START,I_prep,ndiaidh_noun,an_par,Dara_prop,Chogaidh_prop,",_pun",sna_prep,1940idí_noun,",_pun",bhi_be.past,saol_noun,polaitiúil_adj,na_det,hlodáile_noun,corraithe_prop,go_par,maith_adj,",_pun",agus_conj,rialtas_noun,i_prep,ndiaidh_prep,rialtais_noun,ag_prep,teacht_vn,is_adv,ag_prep,imeacht_vn,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,<START>_START,Taca_noun,an_det,ama_noun,chéanna_adj,",_pun",bhi_be.past,breithimh_prep,sa_prep,tuaisceart_noun,ag_prep,tosú_vn,ar_prep,iarracht_noun,le_prep,breabaireacht_prep,pholaitiúil_prep,ag_prep,lucht_noun,gnó_noun,a_rel,thabhairt_vn,chun_prep,solais_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,<START>_START,(_pun,Tá_be.pres,Silvio_prop,Berlusconi_prop,",_pun",an_det,príomhaire_noun,reatha_prep,",_pun",fós_adv,ag_prep,iarraidh_vn,buntáiste_pun,a_rel,bhaint_vn,as_prep,a_pos,stádas_noun,chun_prep,stop_vb.past,a_rel,chur_vn,le_prep,taighde_noun,agus_conj,cúisimh_noun,ina_prep,choinne_noun,féin_adj,maidir_prep,le_prep,caimiléireacht_noun,._pun,)_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,<START>_START,Dhá_num,mhí_noun,ina_prep,dhiaidh_prep,sin_dem,",_pun",maraíodh_prep,breitheamh_noun,eile_adj,",_pun",cara_noun,le_prep,Falcone_prop,",_pun",Paolo_prop,Borsellino_prop,",_pun",agus_conj,cúigear_num,póilíní_noun,le_prep,carrbhuama_noun,i_prep,Palermo_prop,féin_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,<START>_START,Fadhb_noun,Luimnigh_prop,iad_obj,",_pun",ar_prep,bhealach_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,<START>_START,Deineann_prep,foinsí_noun,éagsúla_adj,meastacháin_prep,an-difriúla_noun,ar_prep,láimhdeachas_noun,airgid_noun,na_det,mbuíonta_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,<START>_START,Is_cop,é_obj,a_rel,shamhlaíonn_vn,an_det,pobal_noun,leis_prep,na_det,dreamanna_noun,seo_dem,",_pun",robáil_det,",_pun",drugaí_pun,agus_conj,ba_cop,'fhéidir_noun,striapachas_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,<START>_START,Ach_conj,tá_be.pres,na_det,buíonta_noun,sáite_prep,i_prep,ngnóthaí_det,eile_adj,",_pun",gnóthaí_noun,a_pos,mbeadh_be.con,cosúlacht_prep,neamhdhíobhálach_noun,go_par,maith_adj,orthu_prep,:_pun,comhlachtaí_END,iompair_prep,",_pun",an_det,tionscal_noun,tógála_prep,",_pun",tionscal_noun,na_det,n-éadaí_noun,",_pun",an_det,turasóireacht_noun,agus_conj,-_pun,i_prep,gcás_noun,an_par,Camorra_prop,agus_conj,an_det,'Ndrangheta_noun,go_par,háirithe_adj,-_pun,déileáil_vn,le_prep,dramhaíol_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,<START>_START,Tá_be.pres,siad_sub,rannpháirteach_prep,i_prep,sracaireacht_det,agus_noun,i_prep,dtionscal_noun,onnmhairiú_pun,is_cop,allmhairiú_noun,na_det,n-arm_noun,chomh_adv,maith_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,<START>_START,Agus_conj,táid_be.pres.syn,ann_prep,a_rel,deir_vb.pres,go_comp,bhfuil_be.pres,cuid_noun,acu_prep,-_pun,an_par,Cosa_prop,Nostra_prop,(_pun,go_par,follasach_prop,)_pun,agus_conj,an_det,'Ndrangheta_noun,go_par,háirithe_adj,-_pun,ag_prep,feidhmiú_noun,go_prep,forleathan_noun,thar_prep,lear_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,<START>_START,Is_cop,éasca_adj,dóibh_prep,a_pos,thuilleadh_noun,a_rel,earcú_vn,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,<START>_START,Scéalta_prop,bleachtaireachta_prep,suite_noun,in_prep,Éirinn_prop,sa_prep,7ú_noun,haois_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,<START>_START,Ní_neg,nóisean_noun,de_prep,mo_pos,chuidse_qual,atá_be.pres,anseo_adv,mar_prep,bhunús_noun,le_prep,sraith_noun,nua_adj,coiriúlachta_noun,",_pun",ach_conj,cur_vn,síos_adv,ar_prep,scéalta_noun,Sister_prop,Fidelma_prop,",_pun",a_voc,bhfuil_be.pres,na_det,milliúin_noun,á_prep,léamh_vn,ar_prep,fud_noun,an_det,domhain_noun,le_prep,blianta_noun,anuas_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,<START>_START,'Rug_be.pres,sé_sub,greim_noun,níos_adj,doichte_prep,ar_prep,dhorn_noun,a_rel,chlaidhimh_vb.past,le_prep,láimh_noun,amháin_num,agus_conj,choimeád_noun,sé_sub,an_det,lóchrann_noun,in_prep,airde_noun,leis_prep,an_det,láimh_noun,eile_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,<START>_START,Sliocht_be.pres,atá_be.pres,ansin_adv,ó_prep,ghearrscéal_noun,dar_prep,teideal_noun,Scréach_prop,ón_prep,Tuama_prop,",_pun",a_rel,do_par,'aistrigh_vb.past,an_par,Dr._prop,Gearóid_prop,Ó_prop,Laoi_prop,ó_prep,Bhéarla_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,<START>_START,Tógadh_vb.ord,i_prep,Sasana_prop,é_obj,:_pun,ba_cop,Éireannach_adj,é_obj,a_rel,athair_noun,agus_conj,de_prep,bhunadh_vn,Sasanach_adj,agus_conj,Briotánach_prop,araon_adv,a_prep,mháthair_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,<START>_START,Bhí_be.past,cuireadh_vb.ord,agam_prep,labhairt_vn,leo_prep,faoin_prep,gceist_noun,seo_dem,",_pun",``_pun,Fidelma_prop,agus_conj,an_par,Ghaeilge_prop,''_prop,;_pun,ach_conj,de_prep,réir_prep,mar_prep,a_pos,bhí_be.past,taighde_noun,á_prep,dhéanamh_vn,agam_prep,roimh_prep,ré_noun,",_pun",ba_cop,léir_adj,dom_prep,go_comp,raibh_be.sub,ceisteanna_noun,níos_adj,leithne_prep,le_prep,cur_vn,freisin_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,<START>_START,Níl_be.pres,san_prep,alt_noun,seo_dem,agam_prep,ach_conj,screamh_noun,an_det,scéil_noun,",_pun",áfach_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,<START>_START,Dá_sconj,bharr_noun,sin_dem,",_pun",níl_be.pres,aon_qual,réasúnaíocht_noun,laistiar_adv,do_prep,'aistriúchán_prep,ó_prep,Bhéarla_prop,go_par,Gaeilge_prop,",_pun",dar_prep,le_prep,Caoilfhionn_prop,Nic_prop,Pháidín_prop,",_pun",stiúrthóir_noun,an_par,fhoilsitheora_prop,Cois_prop,Life_eng,:_pun,``_pun,Is_cop,fearr_adj,le_prep,léitheoirí_noun,an_det,bhunteanga_noun,",_pun",má_sconj,tá_be.pres,sí_sub,acu_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,<START>_START,``_pun,Ni_neg,bheinnse_noun,ag_prep,iarraidh_vn,an_det,doras_noun,a_rel,oscailt_adj,ar_prep,fad_noun,",_pun",ach_conj,ba_cop,chóir_noun,go_comp,mbeadh_be.con,solúbthacht_sub,ann_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,<START>_START,Le_prep,linn_prep,an_det,Ghorta_prop,Mhóir_prop,atá_be.pres,na_det,scéalta_noun,suite_prep,",_pun",tráth_noun,a_pos,raibh_be.sub,Gaeilge_noun,mar_prep,theanga_noun,labhartha_adj,ag_prep,na_det,carachtair_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,<START>_START,Ceann_noun,acu_prep,ná_conj,leabhair_noun,do_prep,dhéagóirí_noun,",_pun",atá_be.pres,tearc_eng,a_rel,ndóthain_noun,i_prep,nGaeilge_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,<START>_START,``_pun,Is_cop,obair_noun,chruthaíoch_adj,é_obj,an_det,t-aistriúchán_noun,freisin_adv,",_pun",''_pun,a_voc,deir_vb.pres,Seosamh_prop,Ó_prop,Murchú_prop,",_pun",Eagarthóir_noun,Sinsearach_prop,leis_prep,an_det,nGúm_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,<START>_START,Nuair_prop,a_pos,bunaíodh_vb.past.aut,an_det,comhlacht_noun,stáit_noun,sa_prep,bhliain_noun,1925_num,",_pun",bhí_be.past,soláthar_sub,do_prep,dhaoine_noun,fásta_adj,mar_prep,chúram_noun,air_prep,freisin_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,<START>_START,Tá_be.pres,na_det,mílte_noun,leabhar_noun,á_prep,bhfoilsiú_noun,i_prep,mBéarla_prop,nach_comp,léifeá_vb.con.syn,riamh_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,<START>_START,Iarradh_vb.ord,ar_prep,Mhac_prop,Lochlainn_prop,sleachta_noun,as_prep,dhá_num,cheann_noun,do_prep,'úrscéalta_noun,Peter_prop,Tremayne_prop,",_pun",The_prop,Leper_prop,'s_prop,Bell_prop,agus_sconj,The_prop,Haunted_prop,Abbot_prop,",_pun",a_rel,aistriú_vn,beagán_noun,blianta_noun,ó_prep,shin_dem,",_pun",tráth_noun,a_pos,raibh_be.sub,fiosrú_vn,á_prep,dhéanamh_vn,faoi_prep,leaganacha_prop,Gaeilge_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,<START>_START,Mar_sconj,mhalairt_noun,shimplithe_prep,",_pun",is_cop,éard_noun,a_rel,mhol_vb.past,sé_sub,ná_par,:_pun,'Is_END,mise_obj,Eadulf_prop,as_prep,Seaxmund_prop,'s_prop,Ham_prop,agus_conj,bhí_be.past,mé_sub,i_prep,mo_pos,bhreitheamh_noun,san_prep,áit_noun,sin_dem,sula_prep,ndearnadh_vb.past.aut,manach_noun,díom_prep,",_pun",díreach_adj,mar_prep,a_pos,bhí_be.past,mo_pos,'aithreacha_noun,romham_adj,._pun,'_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,<START>_START,Deir_vb.pres,Máire_prop,Nic_prop,Mhaoláin_prop,gurbh_cop,amhlaidh_adv,a_pos,bhí_be.past,i_prep,gcás_noun,Harry_prop,Potter_prop,agus_conj,an_par,Órchloch_prop,",_pun",a_pos,bhí_be.past,aistrithe_sub,aici_prep,go_par,Gaeilge_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,<START>_START,Choimisiúnaigh_prep,New_prop,Island_prop,na_det,leabhair_noun,ar_prep,dtús_noun,mar_prep,ábhar_noun,léitheoireachta_adj,do_prep,dhaoine_noun,fásta_adj,a_pos,raibh_be.sub,deacrachtaí_sub,acu_prep,léamh_vn,i_prep,mBéarla_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
