,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
16,<START>_START,Ba_cop,'ansin_noun,a_rel,thosaigh_vb.past,an_det,argóint_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,<START>_START,Tá_vb.pres,pointe_noun,aici_prep,a_par,Sheáin_prop,",_pun",ar_pos,seisean_sub,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,<START>_START,``_pun,Saoirse_prop,!_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,<START>_START,``_pun,Tá_vb.pres,cúpla_noun,ceacht_noun,béasa_noun,de_prep,dhíth_noun,air_prep,._pun,''_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,<START>_START,Dúirt_vb.past,sí_sub,go_comp,raibh_vb.sub,cruinniú_vn,poiblí_adj,ar_prep,siúl_vn,ag_prep,an_par,deireadh_vb.pasthab,seachtaine_noun,le_prep,tacaíocht_noun,a_rel,léiriú_vn,do_prep,phríosúnach_noun,poblachtach_adj,a_rel,bhí_vb.past,ar_prep,stailc_noun,ocrais_noun,i_prep,Sasana_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,<START>_START,Bhí_vb.past,teagmháil_sub,aige_prep,le_prep,cúpla_noun,bean_noun,ó_prep,tháinig_vb.past,sé_sub,go_par,Meiriceá_prop,ach_conj,níor_neg,chas_vb.past,sé_sub,ar_prep,aon_qual,duine_noun,go_comp,dtí_noun,sin_dem,a_rel,do_par,'imigh_vb.past,i_prep,gcion_noun,air_prep,mar_conj,a_rel,rinne_vb.past,Eibhlín_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,<START>_START,Níor_neg,ghlac_vb.past,Caoimhín_prop,páirt_noun,sa_prep,bhualadh_vn,bos_noun,agus_conj,thug_vb.past,sé_sub,faoi_prep,deara_noun,go_comp,raibh_vb.sub,duine_noun,nó_conj,beirt_num,ag_prep,stánadh_vn,air_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,<START>_START,Tháinig_vb.past,loinnir_sub,ina_prep,súile_noun,nuair_sconj,a_rel,chonaic_vb.past,sí_sub,é_obj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,<START>_START,Chuaigh_vb.past,siad_sub,isteach_adv,sa_prep,bheár_noun,ach_conj,bhí_vb.past,slua_noun,mórthimpeall_noun,ar_prep,an_det,mbeirt_num,Bhéal_prop,Feirsteach_prop,cheana_adv,féin_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,<START>_START,``_pun,Tógadh_vb.ord,mé_obj,in_prep,atmaisféar_noun,Éireannach_adj,agus_conj,chleachtamar_noun,damhsaí_noun,Gaelacha_prop,agus_conj,an_det,ceol_noun,traidisiúnta_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,<START>_START,Ó_int,shin_dem,i_prep,leith_noun,ní_neg,dheachaigh_vb.past,sé_sub,ar_prep,ais_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,<START>_START,``_pun,Feicfidh_vb.fut,tú_sub,nach_comp,seoiníní_noun,iad_obj,muintir_noun,uile_adj,na_par,hÉireann_prop,",_pun",arsa_vb.past,Caoimhín_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,<START>_START,Dan_noun,Breen_prop,?_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,<START>_START,Is_cop,léir_adj,go_comp,bhfuil_vb.pres,roinnt_noun,mhaith_adj,rudaí_noun,ar_prep,siúl_vn,._pun,''_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,<START>_START,``_pun,An_prop,mbreathnaíonn_prop,tú_sub,ort_prep,féin_adj,mar_conj,Éireannach_noun,nó_conj,Meiriceánach_prop,?_pun,'_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,<START>_START,``_pun,Ba_cop,'éigean_noun,dom_prep,athair_noun,teitheadh_vn,ón_prep,tír_noun,toisc_sconj,go_comp,raibh_vb.sub,sé_sub,ag_prep,troid_vn,ar_prep,son_noun,na_det,saoirse_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,<START>_START,``_pun,Ach_conj,ní_neg,bheadh_vb.con,an_det,leagan_noun,amach_adv,céanna_adj,ag_prep,cuid_noun,mhaith_adj,de_prep,mhuintir_noun,na_par,hÉireann_prop,is_eng,atá_vb.pres,agatsa_noun,._pun,''_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,<START>_START,Tugann_vb.pres,mo_pos,'athair_noun,guislings_noun,orthu_prep,agus_conj,tá_vb.pres,an_det,ceart_noun,aige_prep,._pun,''_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,<START>_START,Tháinig_vb.past,aoibh_sub,ar_par,Eibhlín_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,<START>_START,Cheistigh_vb.past,an_det,t-athair_noun,é_obj,faoina_prep,chúlra_noun,agus_conj,an_det,chaoi_noun,ina_prep,raibh_vb.sub,cúrsaí_noun,aige_prep,i_prep,Nua-Eabhrac_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,<START>_START,arsa_vb.past,an_par,Ruarcach_prop,ag_prep,deireadh_vb.pasthab,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,<START>_START,Mura_sconj,bhfuil_vb.pres,na_det,fíricí_noun,iomlána_noun,agat_prep,ní_cop,féidir_noun,leat_prep,breithiúnas_noun,ceart_noun,a_rel,thabhairt_vn,ar_prep,cheist_noun,ar_prep,bith_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,<START>_START,Labhair_vb.past,Ó_prop,Ruairc_prop,faoina_prep,shaol_noun,féin_adj,",_pun",faoin_prep,gcaoi_noun,inar_prep,landáil_noun,sé_sub,i_prep,Meiriceá_prop,gan_prep,phingin_noun,rua_adj,aige_prep,",_pun",a_pos,bhean_noun,chéile_noun,ag_prep,iompar_vn,clainne_noun,",_pun",an_det,chúis_noun,caillte_adj,dar_prep,lena_prep,lán_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,<START>_START,A_pos,fhad_adv,is_conj,atá_vb.pres,buachaill_noun,nó_conj,cailín_noun,in_prep,Éirinn_prop,toilteanach_adj,gunna_prop,a_rel,thógaint_vn,ina_prep,láimh_noun,le_prep,troid_vn,in_prep,aghaidh_noun,na_par,Breataine_prop,beidh_vb.fut,deichniúr_num,anseo_adv,i_prep,Meiriceá_prop,sásta_adj,lántacaíocht_noun,a_rel,chur_vn,ar_prep,fáil_vn,._pun,''_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,<START>_START,Agus_conj,cuir_vb.ord.syn,i_prep,gcás_noun,go_comp,raibh_vb.sub,an_det,ceart_noun,ag_prep,",_pun",Eibhlín_prop,agus_conj,a_pos,hathair_noun,?_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,<START>_START,An_det,mhaidin_noun,dár_prep,gcionn_noun,bhí_vb.past,sé_sub,ar_prep,ais_noun,sa_prep,mhonarcha_noun,ach_conj,dá_prep,laghad_noun,a_pos,chuid_noun,spéise_noun,san_dem,obair_vn,go_par,dtí_noun,sin_dem,bhí_vb.past,sé_sub,níos_adj,lú_adj,fós_adv,anois_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,<START>_START,``_pun,Meas_noun,tú_sub,an_par,bhfuil_vb.pres,sé_sub,i_prep,ngrá_noun,?_pun,''_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,<START>_START,Bhí_vb.past,fonn_noun,ar_par,Chaoimhín_prop,freagra_noun,searbh_adj,a_rel,thabhairt_vn,ar_par,Sheán_prop,",_pun",ag_prep,tagairt_vn,don_prep,chaoi_noun,inar_prep,shiúil_vb.past,sé_sub,ón_prep,gcomhluadar_noun,an_det,oíche_noun,chéanna_adj,ach_conj,do_par,'fhan_vb.past,sé_sub,ina_prep,thost_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,<START>_START,Do_par,'amharc_vb.past,an_det,fear_noun,Cúbach_prop,idir_prep,an_det,dá_prep,shúil_vn,ar_par,Chaoimhín_prop,agus_conj,dúirt_vb.past,sé_sub,nárbh_cop,aon_adv,réiteach_noun,an_det,réabhlóid_noun,chéanna_adj,ar_prep,fhadhbanna_noun,an_det,tsaoil_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,<START>_START,Díreach_adj,ag_prep,an_det,bpointe_noun,sin_dem,shiúil_vb.past,Ó_prop,Súilleabháin_prop,isteach_adv,sa_prep,seomra_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,<START>_START,``_pun,Is_cop,é_obj,sin_dem,má_sconj,thugann_vb.pres,an_det,leipreachán_prop,anseo_adv,cead_noun,daoibh_prep,._pun,''_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,<START>_START,Ainneoin_noun,go_comp,raibh_vb.sub,sé_sub,i_prep,ngrá_noun,léi_prep,",_pun",ar_prep,éigean_noun,gur_comp,thug_vb.past,sí_sub,sin_dem,faoi_prep,deara_noun,bhí_vb.past,sí_sub,chomh_adv,tógtha_adj,san_dem,leis_prep,``_pun,an_det,chúis_noun,''_pun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,<START>_START,An_par,Ruarcach_prop,a_rel,bhí_vb.past,ann_prep,agus_conj,mála_noun,ina_prep,lámh_noun,aige_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,<START>_START,Ní_neg,dúirt_vb.past,sé_sub,céard_q,a_rel,bhí_vb.past,sa_prep,mhála_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,<START>_START,Cad_q,ba_cop,chóir_noun,dó_prep,a_rel,dhéanamh_vn,?_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,<START>_START,Os_prep,ard_noun,dúirt_vb.past,sé_sub,leis_prep,an_par,Ruarcach_prop,an_det,mála_noun,a_rel,fhágáil_vn,ar_prep,an_det,mbord_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,<START>_START,Shuigh_vb.past,sé_sub,ar_prep,an_det,leaba_noun,agus_conj,stán_noun,ar_prep,an_det,mála_noun,ar_prep,feadh_prep,tamaill_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,<START>_START,Fuair_vb.past,sé_sub,seanphéire_noun,láimhíní_noun,óna_noun,chóta_noun,geimhridh_vb.ord,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,<START>_START,Raidhfil_noun,a_rel,bhí_vb.past,briste_adj,síos_adv,ina_prep,dhá_num,chuid_noun,a_rel,bhí_vb.past,ann_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,<START>_START,Chuimhnigh_vb.past,sé_sub,Siar_adv,ar_prep,an_det,oíche_noun,nuair_sconj,a_rel,casadh_vb.ord,Eibhlín_prop,air_prep,i_prep,dtosach_noun,",_pun",an_det,chéad_adj,chomhrá_noun,lena_prep,hathair_noun,",_pun",na_det,cruinnithe_adj,",_pun",na_noun,postaeirí_noun,",_pun",na_noun,picéid_noun,",_pun",na_noun,bailiúcháin_noun,",_pun",na_noun,bileogaí_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,<START>_START,Meascán_noun,de_prep,thírghrá_noun,agus_conj,drúis_noun,a_rel,spreag_vb.past,é_obj,._pun,._pun,Nó_conj,ba_cop,'in_noun,mar_sconj,a_rel,samhlaíodh_vb.past.aut,an_det,cás_noun,dó_prep,ag_prep,a_pos,trí_num,a_pos,chlog_noun,ar_prep,maidin_noun,ina_prep,árasán_noun,aonseomra_noun,sa_prep,Bhronx_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,<START>_START,Bheadh_vb.con,sé_sub,sábháilte_adj,ansin_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,<START>_START,``_pun,Bhuel_prop,..._prop,táim_vb.pres.syn,ag_prep,dul_vn,amach_adv,ar_prep,an_det,leoraí_prop,.._prop,''_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,<START>_START,``_pun,Bhí_vb.past,cuairteoirí_noun,ag_prep,mo_pos,'athair_noun,ar_prep,maidin_noun,",_pun",ar_pos,sise_sub,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,<START>_START,``_pun,Bhí_vb.past,rud_noun,éigin_adj,á_prep,lorg_vn,acu_prep,san_dem,árasán_noun,ach_conj,cibé_adj,rud_noun,é_obj,níor_neg,tháinig_vb.past,siad_sub,air_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,<START>_START,Bhí_vb.past,comhráite_sub,ciúine_adj,trí_prep,Spáinnis_prop,ar_prep,siúl_vn,ag_prep,na_par,Cúbaigh_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,<START>_START,``_pun,Ar_prep,chuala_vb.past,tú_sub,an_det,scéal_noun,?_pun,''_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,<START>_START,Do_par,'ísligh_vb.past,Tomás_prop,a_pos,ghlór_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,<START>_START,Níl_vb.pres,a_pos,fhios_noun,againn_prep,go_cop,baileach_obj,céard_q,a_rel,bhí_vb.past,ann_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,<START>_START,Mhothaigh_vb.past,Caoimhín_prop,an_prop,dá_prep,láimh_noun,aige_prep,ag_prep,croitheadh_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,<START>_START,Bhuail_vb.past,sé_sub,isteach_adv,chuig_prep,an_det,gceaintín_noun,le_prep,cupán_noun,caife_noun,a_rel,fháil_vn,ón_prep,meaisín_noun,",_pun",rud_noun,ar_prep,bith_noun,leis_prep,na_det,néaróga_noun,a_rel,chur_vn,chun_prep,suaimhnis_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,<START>_START,Tá_vb.pres,tú_sub,anois_adv,ar_prep,leaba_noun,do_prep,bháis_noun,",_pun",do_prep,scámhóga_noun,á_prep,scrios_noun,ag_prep,ailse_noun,agus_conj,nach_cop,ait_adj,mar_conj,sin_dem,go_comp,ligim_vb.ord.syn,don_prep,deatach_noun,liath_vn,sruthlú_noun,as_prep,mo_adj,shrón_noun,gan_prep,chuntar_noun,ar_prep,bith_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,<START>_START,Bhí_vb.past,mé_sub,riamh_adv,an_det,choinsiasach_noun,faoi_prep,tobac_noun,agus_conj,alcól_noun,—_pun,faoi_prep,mo_pos,shláinte_noun,i_prep,gcoitinne_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,<START>_START,Agus_conj,tú_sub,nocht_noun,bhí_vb.past,áilleacht_noun,beagnach_adj,do-shamhlaithe_adj,ag_prep,baint_vn,leat_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
