,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
10,<START>_START,Tugann_vb.pres,sin_dem,árdú_pun,meanma_END,i_prep,mbailte_noun,fearann_prep,tuaithe_noun,sa_prep,nGaeltachta_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,<START>_START,Tá_vb.pres,dhá_num,thaobh_noun,ar_prep,an_det,scéal_noun,seo_dem,uilig_adj,..._pun,agus_conj,tá_vb.pres,níos_adj,mó_adj,taobhanna_prep,ag_prep,teacht_vn,ar_prep,an_det,scéal_noun,",_pun",de_prep,réir_prep,mar_sconj,atá_vb.pres,an_det,saol_noun,ag_prep,athrú_vn,!_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,<START>_START,Míníonn_prop,Peadar_prop,Ó_prop,Riada_prop,",_pun",an_det,mac_noun,is_cop,sine_adj,le_prep,Seán_prop,",_pun",an_det,cúlra_noun,as_prep,ar_prep,reatnach_noun,eascair_prep,na_det,tionscnaimh_noun,nach_cop,é_obj,",_pun",in_prep,aiste_noun,théann_vb.pres,leis_prep,an_det,ann_prep,chomh_adv,maith_adj,)_pun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,<START>_START,Bhí_vb.past,an_det,ceol_noun,ar_rel,scála_noun,níos_adj,fairsinge_noun,agus_conj,é_obj,níos_adj,deacra_noun,ó_prep,thaobh_noun,na_det,foghlama_noun,de_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,<START>_START,Is_cop,iad_obj,na_det,rudaí_noun,beaga_adj,breise_adj,a_pos,bheireann_vb.pres,greim_noun,ar_prep,an_det,ócáid_noun,in_prep,amanna_noun,-_pun,glór_noun,an_det,bhuachalla_noun,óig_adj,atá_vb.pres,le_prep,cloisteáil_vn,go_par,binn_prop,bog_vb.ord.syn,os_prep,cionn_noun,glórtha_prep,na_det,bhfear_noun,in_prep,Aifreann_prop,1_num,",_pun",é_obj,socair_adj,agus_conj,dírithe_adj,ar_prep,a_pos,cheird_noun,mar_noun,a_voc,bheadh_vb.con,manach_noun,óg_adj,ann_prep,-_pun,chuaigh_vb.past,sé_sub,i_prep,gcion_noun,orm_prep,maidir_prep,le_prep,A_pos,Rí_prop,an_par,Domhnaigh_prop,ach_conj,go_par,háirithe_adj,;_pun,nó_conj,córdaí_noun,an_det,Riadaigh_prop,féin_adj,",_pun",agus_conj,blas_noun,cheol_noun,na_det,Mór-Roinne_noun,(_pun,na_par,Fraince_prop,nó_conj,na_par,Gearmáine_prop,",_pun",abair_vb.ord.syn,)_pun,ar_prep,roinnt_noun,de_prep,na_det,roghanna_prop,méarchláir_prop,orgáin_prop,aige_prep,",_pun",i_prep,gcás_noun,Bí_vb.ord.syn,a_prop,Iosa_prop,mar_noun,léiriú_vn,ar_rel,leith_noun,._pun,<END>_END
16,<START>_START,Is_cop,mór_adj,an_det,éacht_noun,atá_vb.pres,déanta_adj,aige_prep,",_pun",gan_prep,aon_qual,agó_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,<START>_START,Is_cop,é_obj,an_det,consairtín_noun,atá_vb.pres,luaite_sub,le_prep,muintir_noun,Droney_prop,le_prep,breis_noun,is_cop,céad_noun,bliain_noun,anuas_adv,",_pun",agus_conj,tháinig_vb.past,sé_sub,le_prep,hoidhreacht_noun,chuig_prep,Chris_prop,óna_noun,athair_noun,",_pun",Séamas_prop,agus_conj,óna_noun,sheanathair_prep,",_pun",Mícheál_prop,",_pun",agus_conj,é_obj,in_prep,aois_noun,a_voc,ocht_num,mbliana_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,<START>_START,Bhronn_vb.past,Comhaltas_prop,Ceoltóirí_prop,Éireann_prop,gradam_noun,Éigse_prop,air_prep,anuraidh_adv,",_pun",mar_conj,chomhartha_noun,measa_adj,agus_conj,mar_sconj,aitheantas_noun,ar_prep,a_pos,bhfuil_vb.pres,déanta_adj,aige_prep,ar_pos,son_noun,oidhreacht_noun,cheoil_noun,agus_conj,rinnce_noun,an_det,Chláir_prop,ar_prep,feadh_prep,a_pos,shaoil_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,<START>_START,Tá_vb.pres,luas_noun,meáite_prop,faoi_prep,chornphíopaí_noun,Cooley_prop,agus_sconj,Uí_prop,Chróinín_prop,",_pun",freisin_adv,",_pun",agus_conj,is_cop,snoite_adj,snasta_adj,an_det,leagan_noun,atá_vb.pres,aige_prep,den_prep,valsa_noun,Cnoic_prop,Bhéal_prop,an_par,Chloga_prop,",_pun",nó_conj,Cruacha_prop,na_par,Boirne_prop,",_pun",mar_conj,is_cop,fearr_adj,aithne_noun,air_prep,in_prep,áiteanna_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,<START>_START,Gura_comp,fada_adj,an_det,lá_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,<START>_START,Níorbh_cop,áit_noun,é_obj,a_eng,mbeifeá_vb.con.syn,ag_prep,súil_noun,go_par,mbuailfeá_prop,le_prep,Gaeilgeoir_noun,eile_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,<START>_START,Is_cop,sráidbhaile_noun,beag_adj,Protastúnach_adj,é_obj,an_det,Mhuileann_prop,Nua_prop,",_pun",agus_conj,bailte_noun,Caitliceacha_adj,thart_adv,timpeall_adv,air_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,<START>_START,Ní_neg,bheifeá_vb.con.syn,ag_prep,dúil_noun,lena_prep,leithéid_noun,de_prep,chomhrá_noun,bheith_vn,as_prep,Gaeilge_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,<START>_START,Rugadh_vb.past.aut,agus_conj,tógadh_vb.ord,i_prep,nDún_prop,Eideann_prop,é_obj,._pun,._pun,Bhí_vb.past,dúchas_noun,Gaelach_prop,ar_prep,dhá_num,thaobh_noun,an_det,teaghlaigh_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,<START>_START,Bhí_vb.past,rud_noun,beag_adj,Gáidhlige_prop,ag_prep,a_rel,sheanmháthair_vn,agus_conj,ag_prep,a_pos,mháthair_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,<START>_START,Ba_cop,de_prep,bhunadh_vn,na_par,gCríocha_prop,",_pun",lámh_noun,le_prep,teorainn_noun,Shasana_prop,",_pun",dá_prep,athair_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,<START>_START,Is_cop,cuid_noun,dá_prep,Bhriotaineachas_prop,é_obj,Gaeilge_prop,a_eng,labhairt_vn,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,<START>_START,Is_cop,cuid_noun,de_prep,mo_pos,theaghlach_noun,é_obj,an_det,Ghaeilge_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,<START>_START,Le_prep,trí_num,bliana_noun,anuas_adv,",_pun",eisean_obj,a_rel,reachtaíonn_vn,an_par,Seirbhís_prop,Gaeilge_prop,Lá_noun,Fhéile_prop,Pádraig_prop,in_prep,Ardeaglais_prop,Naomh_prop,Phádraig_prop,",_pun",Ard_prop,Mhacha_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,<START>_START,``_pun,Leabhar_noun,a_voc,bhíonn_vb.preshab,go_par,minic_adj,lena_prep,láimh_noun,ná_conj,Leabhar_noun,na_par,nUrnaí_prop,Coitinne_prop,ag_prep,Eaglais_prop,na_par,hEireann_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,<START>_START,``_pun,Is_cop,é_obj,Kane_prop,mo_pos,laoch_noun,",_pun",toisc_sconj,gurbh_cop,fhear_noun,buí_adj,é_obj,",_pun",''_pun,ar_rel,seisean_sub,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,<START>_START,Nuair_sconj,a_pos,tháinig_vb.past,Winston_prop,Churchill_prop,go_par,Béal_noun,Feirste_prop,roimh_prep,an_det,Chéad_prop,Chogadh_prop,Mhór_prop,",_pun",agus_conj,é_obj,ar_rel,son_noun,Rialtas_prop,Dúchais_prop,do_prep,'Eire_noun,",_pun",bhí_vb.past,Kane_prop,(_pun,thug_vb.past,sé_sub,O_prep,Catháin_prop,air_prep,féin_adj,i_prep,measc_noun,na_det,nGael_noun,)_pun,orthu_prep,siúd_dem,a_rel,dhíbir_vn,ó_prep,Halla_prop,Uladh_prop,i_prep,mBéal_prop,Feirste_prop,é_obj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,<START>_START,``_pun,Is_cop,fear_noun,an-tábhachtach_adj,é_obj,Dúbhglas_prop,de_prep,hide_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,<START>_START,``_pun,Bhí_vb.past,saibhreas_noun,Gaeilge_prop,i_prep,measc_noun,na_par,bProtastúnach_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,<START>_START,Rinne_vb.past,sí_sub,duanaire_prep,sean-fhocal_noun,agus_conj,sean-amhrán_noun,as_prep,Gaeilge_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,<START>_START,``_pun,Ba_cop,thraidisiún_noun,é_obj,a_pos,chuaigh_vb.past,faoi_prep,thalamh_noun,",_pun",ach_conj,níor_neg,briseadh_vb.ord,é_obj,",_pun",''_pun,arsan_prep,tUrramach_prop,Culbertson_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,<START>_START,``_pun,Tá_vb.pres,suim_noun,láidir_adj,ag_prep,an_det,phobal_noun,Protastúnach_adj,sa_prep,seisceart_noun,sa_prep,Ghaeilge_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,<START>_START,Téann_vb.pres,an_det,tUrramach_prop,Culbertson_prop,go_par,Dún_prop,Geanainn_prop,achan_noun,lá_noun,leis_prep,an_det,nuachtán_noun,laethúil_noun,Lá_noun,a_rel,cheannach_vn,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,<START>_START,``_pun,Tá_vb.pres,an_det,pobal_noun,Protastúnach_adj,ag_prep,lorg_vn,féiniúlachta_noun,difriúla_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,<START>_START,``_pun,Sílim_prop,go_comp,bhfuil_vb.pres,níos_adj,mó_adj,suime_noun,ag_prep,Protastúnaigh_prop,sa_prep,Ghaeilge_prop,ná_conj,mar_sconj,a_rel,shíleann_vb.pres,tú_sub,!_pun,''_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,<START>_START,Cathain_vb.pres,a_pos,thosaigh_vb.past,sé_sub,?_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,<START>_START,Ar_prep,chaipitleachas_noun,é_obj,sin_dem,?_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,<START>_START,Ach_conj,dar_prep,leis_prep,an_det,eacnamaí_noun,Ludwig_prop,von_prop,Mises_prop,",_pun",is_cop,é_obj,an_det,tréith_noun,is_cop,éagsúla_adj,atá_vb.pres,ag_prep,an_det,gcaipitleachas_prop,agus_conj,nach_cop,raibh_vb.sub,ag_prep,córais_noun,tháirgeachta_noun,réamhchaiplitleacha_prep,(_pun,pre-capitalist_END,)_pun,",_pun",ná_conj,an_det,foras_noun,margaíochta_noun,atá_vb.pres,aige_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,<START>_START,An_det,soláthar_noun,agus_conj,an_det,t-éileamh_noun,",_pun",mar_sconj,atá_vb.pres,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,<START>_START,Mura_sconj,mbeadh_vb.con,maoin_noun,príobháideach_adj,ag_prep,an_det,duine_noun,",_pun",níorbh_cop,fhéidir_noun,don_prep,chaipitleachas_noun,bheith_vn,ann_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,<START>_START,Mar_prep,sin_dem,",_pun",nuair_sconj,a_pos,bhíonn_vb.preshab,dlí_noun,is_cop,ceart_adj,ann_prep,don_prep,ghnáthdhuine_noun,",_pun",agus_conj,nuair_sconj,a_pos,bhíonn_vb.preshab,sé_sub,slán_adj,ó_prep,chumhacht_noun,an_det,rialtais_noun,",_pun",agus_conj,nuair_sconj,a_pos,bhíonn_vb.preshab,meas_noun,ar_rel,mhaoin_noun,an_det,duine_noun,",_pun",is_cop,féidir_noun,le_prep,daoine_noun,conraithe_pun,a_voc,dhéanamh_vn,eatarthu_prep,féin_adj,",_pun",agus_conj,geilleagar_sub,saor_adj,a_rel,bhunú_vn,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,<START>_START,An_det,tír_noun,ba_cop,mhó_adj,i_prep,mbun_noun,tús_noun,na_det,haoise_noun,sin_dem,",_pun",Sasana_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,<START>_START,Ach_conj,do_pos,'éirigh_vb.past,leo_prep,",_pun",agus_conj,bhí_vb.past,rath_noun,orthu_prep,mar_conj,gheall_noun,air_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,<START>_START,Bíonn_vb.preshab,an_det,córas_noun,táirgeachta_noun,faoi_prep,stiúir_noun,phríobháideach_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,<START>_START,Déantar_vb.ord.aut,táirgí_noun,nua_adj,agus_conj,níos_adj,fearr_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,<START>_START,Sa_prep,Ghaeilge_prop,",_pun",focal_noun,eile_adj,ar_prep,chaipitlí_noun,ná_conj,rachmasaí_noun,!_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,<START>_START,Tá_vb.pres,an_det,caipitleachas_noun,féin_adj,fuinniúil_prep,agus_noun,solúbtha_adj,",_pun",ach_conj,ní_cop,leor_adj,aon_adv,chóras_noun,daonna_adj,gan_prep,an_det,grá_noun,",_pun",mar_noun,a_voc,dúirt_vb.past,Naomh_prop,Pól_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,<START>_START,Ní_neg,spreagtar_noun,an_det,duine_noun,sin_dem,chun_prep,rudaí_noun,nua_adj,agus_conj,níos_adj,fearr_adj,a_eng,dhéanamh_vn,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,<START>_START,Cuireann_vb.pres,an_det,sóisialachas_noun,isteach_adv,ar_prep,chearta_adj,an_det,duine_noun,",_pun",agus_conj,ar_rel,shaoirse_noun,an_det,duine_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,<START>_START,Ach_conj,mar_sconj,sin_dem,féin_adj,",_pun",deirtear_vb.sub.aut,nach_comp,bhfuil_vb.pres,cearta_sub,ag_prep,an_det,duine_noun,bocht_adj,",_pun",agus_conj,go_comp,ndéantar_vb.sub.aut,saibhreas_noun,as_prep,dian-obair_noun,na_det,mbochtán_noun,",_pun",do_prep,scata_noun,beag_adj,daoine_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,<START>_START,Ach_conj,mar_sconj,sin_dem,féin_adj,",_pun",go_par,minic_adj,",_pun",glacann_vb.pres,na_det,bochtáin_noun,leis_prep,",_pun",ag_prep,iarraidh_vn,a_rel,slí_noun,bheatha_noun,a_voc,fheabhsú_vn,-_pun,agus_conj,feabhsaíonn_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,<START>_START,An_par,raibh_vb.sub,a_pos,leithéid_noun,is_eng,Scrooge_prop,ann_prep,?_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,<START>_START,Ach_conj,tarlaíonn_vb.pres,tubaistí_noun,do_prep,dhaoine_noun,áirithe_adj,i_prep,gcónaí_noun,",_pun",agus_conj,ní_cop,mór_adj,go_comp,dtugtar_vb.sub.aut,cabhair_sub,don_prep,duine_noun,siúd_dem,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
