,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
27,<START>_START,Theastaigh_vb.past,ón_prep,oifigeach_noun,sóisearach_adj,é_obj,fheiceáil_vn,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,<START>_START,Ach_conj,is_cop,fiú_adv,linn_prep,fós_adv,a_rel,litir_noun,a_voc,fhoilsiú_vn,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,<START>_START,Thiocfadh_vb.con,sin_dem,",_pun",ar_rel,ndóigh_noun,",_pun",leis_prep,an_det,cúl-le-Poblachtánachas_noun,atá_vb.pres,curtha_adj,i_prep,leith_noun,páirtí_noun,Fhianna_prop,Fáil_vn,—_pun,ní_neg,amháin_adv,i_prep,mbliana_noun,ach_conj,chomh_adv,fada_adj,siar_adv,le_prep,1966_num,:_pun,nach_comp,cuimhin_noun,libh_prep,caint_noun,Bhrian_prop,Ó_prop,Loineacháin_prop,sa_prep,Daily_prop,Telegraph_prop,:_pun,Ach_conj,is_cop,mó_adj,a_pos,thagann_vb.pres,sé_sub,le_prep,polasaí_noun,an_det,Rialtais_prop,ar_prep,dhul_vn,isteach_adv,sa_prep,Chomhargadh_prop,:_pun,níl_vb.pres,aon_qual,ró-bháidh_noun,ag_prep,muintir_noun,na_par,Bruiséile_prop,le_prep,scéimeanna_noun,dá_prep,leithéid_noun,",_pun",agus_conj,threiseodh_vb.pres,sé_sub,iarratas_noun,—_pun,agus_conj,cumhacht_noun,margántaíochta_prep,—_pun,na_det,hÉireann_prop,dá_prep,mb'fhéidir_cop,rá_vn,go_cop,raibh_vb.sub,deireadh_vb.pasthab,á_prep,chur_noun,leo_prep,._pun,<END>_END
30,<START>_START,``_pun,Díomailt_prop,''_pun,airgid_noun,é_obj,agus_conj,ama_noun,",_pun",agus_conj,is_cop,deacair_adj,cosaint_noun,a_voc,dhéanamh_vn,ar_prep,a_pos,leithéid_noun,ar_rel,bhonn_noun,eacnamaíochta_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,<START>_START,Tacaímid_vb.pres.syn,iad_obj,in_prep,aghaidh_noun,an_det,ghníomhaíocht_noun,fait_noun,accompli_noun,atá_vb.pres,ag_prep,éirí_vb.sub,níos_adj,coitianta_adj,i_prep,measc_noun,ranna_noun,rialtais_noun,",_pun",agus_conj,ar_rel,mhaithe_noun,leis_prep,an_det,Ghaeilge_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,<START>_START,Tá_vb.pres,trí_prep,phríomh_noun,ghné_noun,ag_prep,an_det,obair_noun,seo_dem,—_pun,an_det,ghné_noun,pholaitiúil_adj,",_pun",an_det,ghné_noun,eacnamaíochta_noun,agus_conj,an_det,ghné_noun,chultúrtha_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,<START>_START,Ní_neg,féidir_noun,le_prep,gnáth-chleachtas_noun,parlaiminteach_adj,uaidh_prep,féin_adj,an_det,aidhm_noun,seo_dem,a_rel,bhaint_vn,amach_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,<START>_START,Sin_dem,an_det,fáth_noun,nach_cop,mór_adj,trácht_vb.ord.syn,a_rel,dhéanamh_vn,ar_rel,pholasaí_noun,an_det,neamh-láthaireachais_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,<START>_START,Do_par,'fhág_vb.past,polasaí_noun,an_det,neamhláithreachais_noun,ar_prep,an_det,gcaoi_noun,muid_sub,gur_comp,chleacht_vn,muid_sub,chuile_qual,bhealach_noun,eile_adj,ach_conj,an_det,freastal_vn,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,<START>_START,Cad_q,is_cop,croí_noun,lár_noun,an_det,Phoblachtánachais_prop,ann_prep,?_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,<START>_START,An_det,triú_noun,snáth_noun,is_cop,tábhachtaí_noun,i_prep,ndéanamh_vn,an_par,Phoblachtánachais_prop,ná_conj,aontacht_noun,chuile_qual,aicme_noun,chreidimh_noun,sa_prep,tír_noun,ar_rel,mhaithe_noun,le_prep,leas_noun,an_det,phobail_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,<START>_START,Tá_vb.pres,saoirse_noun,phobal_noun,na_par,hÉireann_prop,thuaidh_adv,agus_conj,theas_adv,",_pun",thoir_adv,agus_conj,thiar_adv,le_prep,baint_vn,amach_adv,",_pun",agus_conj,caithfear_vb.fut.aut,bheith_vn,toilteanach_adj,agus_conj,in_prep,ann_prep,chuile_qual,ghléas_noun,a_voc,oibriú_vn,chuige_prep,sin_dem,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,<START>_START,Tá_vb.pres,súil_noun,agam_prep,nach_comp,gceapfar_noun,go_comp,bhfuil_vb.pres,sé_sub,ródheireannach_prep,sa_prep,ló_noun,lenár_noun,mbéalna_prep,a_par,oscailt_adj,anois_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,<START>_START,Tá_vb.pres,an_det,scéal_noun,chomh_adv,simplí_adj,le_prep,sin_dem,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,<START>_START,Ach_conj,chomh_adv,fada_adj,lenár_noun,n-eolas_noun,tá_vb.pres,eagarthóirí_noun,an_det,Irish_prop,Press_prop,",_pun",Hibernia_prop,",_pun",Nusight_prop,",_pun",John_prop,Bowman_prop,",_pun",Proinsias_prop,Ó_prop,Conluain_prop,",_pun",An_par,tAthair_prop,Ó_prop,Muirthile_prop,",_pun",Cian_prop,agus_sconj,Aoileann_prop,Ní_neg,Éigeartaigh_prop,ina_prep,gconaí_noun,i_prep,mBaile_prop,Átha_prop,Cliath_prop,go_comp,fóill_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,<START>_START,Ní_neg,shéanfaimid_vb.sub,áilleacht_noun,ná_conj,uaisleacht_noun,na_det,haislinge_noun,seo_dem,Iarchonnacht_prop,'85_prop,ach_conj,mí_noun,léir_adj,dúinn_prep,go_comp,fóill_adv,ar_prep,aon_qual,chuma_noun,cén_q,chaoi_noun,lena_prep,réaladh_noun,",_pun",ainneoin_noun,na_det,mainifeiste_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,<START>_START,Mórán_vb.pres,nar_cop,a_pos,chéile_qual,trácht_vb.ord.syn,faoi_prep,mhoráltacht_noun,chollaíoch_noun,i_prep,ndrúthlann_noun,agus_conj,eitic_noun,i_prep,nuachtán_noun,:_pun,tuairim_noun,Nollaig_prop,de_prep,Brún_prop,",_pun",T.D._prop,",_pun",ar_rel,chlár_noun,teilifíse_noun,L'Affaire_prep,Springboc_prop,agus_conj,saoirse_noun,an_det,phreas_noun,",_pun",ócáid_noun,na_det,cainte_noun,",_pun",agus_conj,ní_neg,go_par,rómhaith_adj,a_rel,chruthaigh_vn,an_par,Brúnach_prop,agus_sconj,Crúis_prop,O_prep,Brian_prop,toisc_sconj,",_pun",is_cop,cosúil_adj,",_pun",an_det,deareadh_noun,buirgéiseach_END,atá_vb.pres,",_pun",a_prop,bheag_adj,nó_conj,a_prop,mhór_adj,",_pun",ag_prep,an_det,mbeirt_num,acu_prep,",_pun",agus_noun,a_rel,gcuid_noun,aineolais_noun,faoin_prep,mbunábhar_noun,",_pun",mar_noun,atá_vb.pres,tionscal_noun,na_det,nuachtán_noun,._pun,<END>_END,,,,,,
45,<START>_START,An_par,bhfuil_vb.pres,stiúrthóirí_noun,na_det,nuachtán_noun,ag_prep,éirí_vb.sub,chomh_adv,neamhthrócaireach_adj,is_eng,atá_vb.pres,a_pos,macsamhla_noun,i_prep,Sasana_prop,?_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,<START>_START,Finscéal_vb.pres,is_cop,ea_obj,é_obj,go_comp,bhfuil_vb.pres,leithéid_noun,saoirse_noun,an_det,phreas_noun,againn_prep,in_prep,Éirinn_prop,sa_prep,mhéid_noun,a_pos,",_pun",bhfuil_vb.pres,lucht_noun,na_det,bpáipéar_noun,ag_prep,iarraidh_vn,a_rel,chur_vn,in_prep,iúl_vn,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,<START>_START,Tionscal_noun,atá_vb.pres,ann_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,<START>_START,Bréagchoimhlint_vb.pres,atá_vb.pres,ann_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,<START>_START,caogaidí_noun,",_pun",mar_conj,shampla_noun,",_pun",theastaigh_vb.past,ón_prep,Taoiseach_prop,agus_conj,óna_noun,chuid_noun,Airí_prop,go_comp,ndéanfadh_vb.con,na_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,<START>_START,Is_cop,mar_conj,gheall_noun,ar_prep,na_det,contrárthachtaí_noun,atá_vb.pres,sa_prep,chóras_noun,atá_vb.pres,an_det,scéal_noun,amhlaidh_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,<START>_START,nuachtáin_noun,faoina_prep,``_pun,gceart_noun,''_pun,chun_prep,poiblíocht_noun,a_voc,thabhairt_vn,do_prep,na_det,cuairteoirí_noun,ón_prep,Afraic_prop,Theas_prop,agus_conj,dá_prep,gcuid_noun,cluichí_noun,anseo_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,<START>_START,An_det,dream_noun,ba_cop,challánaí_adj,faoi_prep,``_pun,cheart_noun,''_pun,seo_dem,na_det,nuachtán_noun,ba_cop,é_obj,muintir_noun,Uí_prop,Mhurchú_prop,(_pun,Independent_prop,Newspapers_prop,)_pun,é_obj,._pun,Ní_neg,hamháin_num,go_comp,bhfuil_vb.pres,maoin_noun,ag_prep,cuid_noun,de_prep,stiúrthóirí_noun,an_det,ghrúpa_noun,sin_dem,san_dem,Afraic_prop,Theas_prop,",_pun",agus_conj,a_rel,gcairde_noun,mór_adj,le_prep,rá_vn,chomh_adv,maith_adj,",_pun",ach_conj,gur_comp,fhoilsigh_vb.past,páipéir_noun,an_det,ghrúpa_noun,chéanna_adj,",_pun",fógraí_noun,agus_conj,altanna_noun,ar_rel,leith_noun,mar_conj,bholscaireacht_noun,ar_rel,son_noun,na_det,hAfraice_noun,Theas_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,
53,<START>_START,Ar_prep,na_det,samplaí_noun,is_cop,suntasaí_adj,",_pun",is_cop,dócha_adj,",_pun",bhí_vb.past,scéal_noun,Phroinsiais_prop,Uí_prop,Mhianáin_prop,a_pos,rinne_vb.past,stailc_sub,ocrais_noun,ar_prep,easpag_noun,blianta_noun,beaga_adj,ó_prep,shin_dem,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,<START>_START,Agus_conj,is_cop,dócha_adj,nach_comp,bhfuil_vb.pres,sé_sub,ina_prep,rún_noun,a_rel,thuilleadh_noun,go_comp,bhfuil_vb.pres,leathnach_noun,na_det,litreacha_noun,ina_prep,tionscal_noun,ar_rel,leith_noun,",_pun",go_comp,bhfuil_vb.pres,eagarthóir_noun,ar_rel,leith_noun,uirthi_prep,",_pun",agus_conj,go_comp,scríobhann_vb.pres,sé_sub,féin_adj,cuid_noun,mhaith_adj,des_prep,na_det,litreacha_noun,",_pun",céanna_adj,",_pun",(_pun,eisean_obj,nó_conj,a_rel,chairde_noun,)_pun,chun_prep,stiúr_noun,a_voc,choinneáil_vn,ar_rel,ábhar_noun,na_det,litreacha_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,<START>_START,Nach_par,bhfuil_vb.pres,a_pos,fhios_noun,ag_prep,gach_qual,duine_noun,inniu_adv,go_comp,bhfuil_vb.pres,contúirt_noun,bháis_noun,sna_prep,toitíní_noun,?_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,<START>_START,Le_prep,blianta_noun,beaga_adj,tá_vb.pres,nós_noun,nua_adj,sna_prep,páipéir_noun,",_pun",mar_sconj,``_pun,tacaíocht_noun,na_det,heagarthóireachta_noun,''_pun,a_voc,thabhairt_vn,do_prep,'fhógraí_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
