,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
10,<START>_START,I_prop,rith_vb.past,an_det,19ú_noun,aois_noun,",_pun",spréigh_END,an_det,Réabhlóid_prop,Thionsclaíoch_prop,go_comp,dtí_noun,tíortha_noun,eile_adj,san_dem,Eoraip_prop,agus_sconj,go_par,dtí_noun,na_par,Stáit_prop,Aontaithe_prop,agus_sconj,an_par,tSeapáin_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,<START>_START,I_prop,mbeagnach_vb.past.spec,gach_qual,coilíneacht_vb.past.spec,sna_prep,himpireachtaí_noun,seo_dem,",_pun",cuireadh_vb.ord,athruithe_adj,bunúsacha_noun,i_prep,bhfeidhm_noun,chun_prep,an_det,córas_noun,eacnamaíoch_adj,áitiúil_adj,a_voc,dhíriú_vn,i_prep,dtreo_noun,riachtanais_noun,na_det,dtíortha_noun,baile_noun,a_voc,shásamh_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,<START>_START,Mar_prep,sin_dem,",_pun",do_pos,'fhás_vb.past,earnáil_noun,mhór_adj,den_prep,daonra_noun,áitiúil_adj,a_voc,raibh_vb.sub,bochtaineacht_noun,agus_conj,gorta_rel,ag_prep,goilliúint_vn,orthu_prep,ón_prep,am_noun,sin_dem,ar_rel,aghaidh_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,<START>_START,In_prep,iarthar_adv,na_det,hAfraice_noun,",_pun",mar_conj,shampla_noun,",_pun",cuireadh_vb.ord,deireadh_vb.pasthab,leis_prep,an_det,seanchóras_noun,a_voc,bhí_vb.past,bunaithe_adj,ar_pos,chomhsheilbh_det,na_det,talún_noun,—_pun,córas_noun,a_voc,raibh_vb.sub,sé_sub,mar_sconj,bhunphrionsabal_vb.past.spec,aige_prep,go_cop,raibh_vb.sub,gach_qual,teaghlach_noun,i_prep,dteideal_noun,a_voc,sciar_noun,féin_adj,den_prep,talamh_noun,a_voc,bheith_vn,aige_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,<START>_START,Do_par,'fhág_vb.past,sin_dem,",_pun",tar_vb.ord.syn,éis_prep,tamaill_noun,",_pun",go_cop,raibh_vb.sub,teaghlaigh_noun,áirithe_adj,le_prep,gabháltais_noun,mhóra_adj,",_pun",agus_conj,teaghlaigh_noun,gan_prep,gabháltais_det,ar_rel,bith_noun,",_pun",a_voc,bhí_vb.past,ag_prep,brath_noun,ar_pos,obair_vn,do_pos,'fháil_vn,ó_prep,dhaoine_noun,eile_adj,—_pun,obair_vn,a_voc,bhí_vb.past,ar_pos,fáil_vn,ar_rel,phá_noun,íseal_noun,",_pun",má_sconj,bhí_vb.past,sé_cop,ar_pos,fáil_vn,in_prep,aon_qual,chor_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,<START>_START,Bhí_vb.past,an_det,iomarca_noun,daoine_noun,plódaithe_noun,le_prep,chéile_noun,sna_prep,ceantair_noun,seo_dem,agus_sconj,gan_prep,an_det,talamh_noun,ábalta_adj,iad_obj,ar_rel,fad_noun,a_rel,choimeád_noun,:_pun,Sa_prep,Róidéis_prop,``_pun,Theas_prop,(_pun,Zimbabwe_prop,anois_adv,)_pun,",_pun",mar_conj,shampla_noun,",_pun",bhí_vb.past,trí_num,cheathrú_noun,den_prep,daonra_noun,iomlán_adj,le_prep,fáil_vn,ar_rel,aon_qual,cheathrú_noun,amháin_adv,den_prep,choilíneacht_noun,—_pun,an_det,ceathrú_noun,leis_prep,an_det,talamh_noun,a_voc,ba_cop,mheasa_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,<START>_START,Sa_prep,mhór-roinn_vb.past.spec,sin_dem,anois_adv,",_pun",tá_vb.pres,tromlach_noun,de_prep,mhuintir_noun,na_det,tuaithe_noun,ina_prep,gcónaí_adv,ar_pos,na_par,gabháltais_vb.past.spec,bheaga_vb.past.spec,—_pun,na_det,minifundia_noun,—_pun,a_voc,thógann_vb.pres,suas_adv,céadatán_noun,íseal_noun,den_prep,talamh_noun,talamhaíochta_noun,",_pun",ach_conj,a_voc,tháirgíonn_vb.past.spec,céadatán_noun,an-ard_adj,de_prep,earraí_noun,trádálacha_noun,na_det,mór-roinne_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,<START>_START,Sa_prep,20ú_vb.past.spec,aois_noun,—_pun,agus_conj,go_comp,háirithe_adj,tar_vb.ord.syn,éis_prep,an_det,Dara_prop,Cogadh_prop,Domhanda_prop,—_pun,do_pos,'fhás_vb.past,gluaiseacht_noun,fhorleathan_noun,neamhspleáchais_noun,ar_rel,fud_noun,an_par,Tríú_prop,Domhain_prop,",_pun",agus_conj,do_pos,'éirigh_vb.past,chomh_adv,maith_adj,sin_dem,léi_prep,nach_comp,bhfuil_vb.pres,ach_conj,corr-sheanchoilíneacht_noun,le_prep,fáil_vn,anois_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,<START>_START,Sa_prep,chomhthéacs_noun,seo_dem,",_pun",rud_noun,amháin_adv,a_voc,bhí_vb.past,an-tábhachtach_adj,ná_par,go_comp,raibh_vb.sub,grúpaí_sub,áitiúla_prop,tar_vb.ord.syn,éis_prep,teacht_vn,chun_prep,tosaigh_vb.ord.syn,sna_prep,coilíneachtaí_noun,a_voc,raibh_vb.sub,tionchar_sub,eacnamaíoch_vn,agus_sconj,polaitiúil_adj,acu_prep,",_pun",agus_sconj,a_voc,bhí_vb.past,tugtha_adj,go_comp,mór_adj,don_prep,chóras_noun,faoi_prep,mar_sconj,a_voc,bhi_vb.past,a_rel,choimeád_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,<START>_START,Do_par,'fhéadfaí_vb.past,a_voc,rá_vn,ag_prep,an_det,bpointe_noun,seo_dem,go_comp,bhfuil_vb.pres,an-chuid_noun,rialtas_noun,sa_prep,Tríú_prop,Domhan_prop,a_voc,bhfuil_vb.pres,dearcadh_vn,an_par,",_pun",comprador_noun,bourgeoisie_prop,acu_prep,",_pun",ach_conj,atá_vb.pres,á_prep,gcoimeád_noun,in_prep,oifig_noun,le_prep,cabhair_noun,mhíleata_noun,ón_prep,gCéad_prop,Domhan_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,<START>_START,Seachas_prop,eisceachtaí_noun,gur_comp,tíortha_noun,beaga_adj,iad_obj,ar_pos,an_det,mórgóir_noun,—_pun,m.sh_abbr,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,<START>_START,Ach_conj,fuair_vb.past,siad_sub,amach_adv,go_comp,luath_adj,nach_cop,raibh_vb.sub,dóthain_noun,ioncaim_adj,á_prep,ghiniúint_noun,as_prep,na_det,hiasachtaí_noun,seo_dem,chun_prep,iad_obj,do_pos,'aisíoc_for,;_pun,mar_sconj,sin_dem,",_pun",tosaíodh_vb.ord,ar_rel,iasachtaí_noun,breise_adj,a_voc,fháil_vn,chun_prep,íoc_vn,as_prep,iasachtaí_noun,a_voc,fuarthas_vb.past.aut,níos_adj,luaithe_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,<START>_START,Ar_prep,na_par,ríochtaí_vb.past.spec,láidre_noun,ba_cop,thúisce_noun,san_dem,Eoraip_prop,tar_vb.ord.syn,éis_prep,na_par,Meánaoiseanna_prop,",_pun",bhí_vb.past,an_par,Fhrainc_prop,",_pun",an_par,Spáinn_prop,agus_conj,Sasana_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,<START>_START,Do_par,'fhéach_vb.past,an_par,trí_prep,thír_noun,sin_dem,le_prep,héagsúlachtaí_noun,teanga_noun,a_voc,dhíbirt_noun,thar_prep,teorainn_noun,amach_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,<START>_START,Theip_vb.past,orthu_prep,comhshnaidhm_vb.past.spec,chríochnúil_vb.past,a_voc,bhaint_vn,amach_adv,riamh_adv,",_pun",bíodh_vb.ord,is_eng,nach_cop,raibh_vb.sub,de_prep,chóras_noun,polaitiúil_adj,dúchasach_adj,ina_prep,n-éadan_det,ach_conj,creatlach_noun,amscaí_prep,neamhfhorbartha_END,",_pun",rud_noun,a_voc,do_pos,'fhág_vb.past,an_det,campa_noun,Gaelach_prop,",_pun",faoi_prep,mar_sconj,a_voc,dúirt_vb.past,an_det,file_noun,",_pun",go_comp,rómhinic_adj,ina_prep,ndream_noun,bocht_adj,silte_prep,nár_cop,chuir_vb.past,le_prep,chéile_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,<START>_START,Fad_vb.pres,is_cop,bhí_vb.past,leithleachas_noun,cultúrtha_adj,ann_prep,ní_neg,fhéadfaí_vb.con.aut,ionannas_sub,polaitiúil_adj,a_voc,dhaingniú_vn,idir_prep,Éire_prop,agus_conj,Sasana_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,<START>_START,Ach_conj,faoi_prep,dheireadh_noun,",_pun",tá_vb.pres,an_det,scéal_noun,ag_prep,athrú_vn,de_prep,réir_prep,a_voc,chéile_qual,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,<START>_START,Tuigtear_vb.ord.aut,gur_comp,féidir_noun,aontacht_noun,a_voc,chothú_vn,gona_adj,hilghnéithe_prep,cultúir_noun,agus_conj,teanga_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,<START>_START,Agus_conj,seo_dem,á_prep,scríobh_vb.past,tá_vb.pres,a_voc,bhréagnú_vb.past.spec,sin_dem,le_prep,fáil_vn,:_pun,tá_vb.pres,rialtas_noun,na_det,Beilge_prop,arna_prep,scor_noun,as_prep,siocair_noun,aighnis_noun,theanga_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,<START>_START,Is_cop,riachtanas_noun,go_comp,mbeadh_vb.con,tuiscint_vn,ag_prep,pobail_noun,éagsúla_adj,an_det,domhain_noun,dá_prep,chéile_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,<START>_START,Ní_neg,cóir_adj,bheith_vn,faiteach_adj,roimh_prep,an_det,rud_noun,neamhghnách_dem,anois_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,<START>_START,Ábhar_noun,nuachta_noun,a_voc,leithéidí_noun,i_prep,gcónaí_noun,",_pun",mar_sconj,is_eng,mianach_adj,maith_adj,ceannteideal_sub,ar_rel,nuachtáin_noun,iad_obj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,<START>_START,Is_cop,iad_obj,an_det,cine_noun,is_eng,sine_adj,san_dem,Eoraip_prop,",_pun",cé_q,is_eng,móite_for,de_prep,mhuintir_noun,Shléibhte_prop,Cugais_prop,i_prep,bhfíordheisceart_noun,na_det,Rúise_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,<START>_START,Deir_vb.pres,an_det,Bunreacht_prop,gurb_cop,í_obj,an_det,Chaistílis_prop,teanga_noun,oifigiúil_adj,Stát_prop,na_det,Spáinne_prop,",_pun",agus_conj,gur_comp,cóir_adj,go_cop,mbeadh_vb.con,an_det,teanga_noun,sin_dem,ag_prep,gach_qual,Spáinneach_prop,",_pun",agus_sconj,a_voc,cheart_adj,aige_prep,í_obj,a_voc,úsáid_vn,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,<START>_START,Ritheadh_vb.past.aut,Reacht_vb.past.spec,an_det,Fhéinrialaithe_prop,in_prep,1979_num,;_pun,faoin_prep,reacht_noun,seo_dem,tig_rel,le_prep,Rialtas_prop,na_par,Basclainne_prop,iarraidh_vn,ar_pos,Pharlaimint_prop,na_par,Spáinne_prop,comhaontaithe_adj,idirnáisiúnta_adj,a_voc,dhéanamh_vn,—_pun,leis_prep,an_det,Fhrainc_prop,go_comp,háirithe_adj,—_pun,ar_rel,mhaithe_noun,le_prep,snaidhmeanna_noun,cultúrtha_adj,a_voc,cheangal_vn,le_prep,Bascaigh_prop,i_prep,dtíortha_noun,eile_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,<START>_START,De_prep,bharr_noun,na_det,n-imeachtaí_noun,seo_dem,is_eng,mó_qual,síocháin_sub,agus_sconj,sochar_sub,atá_vb.pres,bainte_adj,amach_adv,i_prep,gceantair_noun,chorraithe_prep,shuaite_END,",_pun",agus_conj,tá_vb.pres,siad_sub,ag_prep,tacú_vn,le_prep,haontas_noun,agus_sconj,comhthuiscint_rel,nárbh_comp,eol_noun,a_voc,bheith_vn,ann_prep,cheana_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,<START>_START,Is_cop,minic_adj,a_voc,chasaoideann_vb.past.spec,lucht_noun,éisteachta_adj,ag_prep,comhdhálacha_noun,idirnáisiúnta_adj,nach_comp,n-oireann_adj,na_det,scileanna_noun,idirtheangacha_pun,atá_vb.pres,ar_rel,láimh_noun,chun_prep,freastal_vn,ceart_noun,a_voc,dhéanamh_vn,ar_pos,na_det,riachtanais_noun,chomhthuisceana_pun,atá_vb.pres,ann_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,<START>_START,Tá_vb.pres,deacrachtaí_noun,níos_adj,géire_adj,le_prep,sárú_noun,leis_prep,ag_prep,an_det,duine_noun,teanga_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,<START>_START,San_dem,Ioráinis_vb.past.spec,tá_vb.pres,drochchiall_vb.past.spec,ag_prep,baint_vn,le_prep,``_pun,comhréiteach_sub,''_pun,",_pun",nach_comp,gnách_noun,a_voc,fháil_vn,i_prep,dteangacha_noun,eile_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,<START>_START,Is_cop,rud_noun,maith_adj,é_obj,a_voc,chuireann_vb.pres,le_prep,saibhreas_noun,saíocht_noun,an_det,domhain_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,<START>_START,Dúirt_vb.past,Goethe_vb.past.spec,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,<START>_START,Inár_vb.pres,gcásna_vb.past.spec,féin_adj,in_prep,Éirinn_prop,",_pun",is_eng,suntasach_adj,an_det,líon_vb.past,scríbhhneoirí_for,agus_conj,den_prep,aos_noun,ealaíon_noun,a_voc,bhfuil_vb.pres,idir_prep,Ghaeilge_prop,agus_conj,Bhéarla_prop,acu_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,<START>_START,An_prop,tairbhe_noun,a_voc,bhaineann_vb.pres,leis_prep,an_det,dúchas_noun,",_pun",agus_conj,an_par,scrios_vn,a_voc,tharlaíonn_vb.pres,má_sconj,chailltear_vb.past.spec,é_obj,",_pun",léiríonn_vb.pres,Thomas_prop,Kinsella_prop,an_par,dá_prep,ní_neg,seo_dem,ar_pos,aon_qual,in_prep,aiste_noun,a_voc,scríobh_vn,sé_sub,tamall_adv,de_prep,bhlianta_noun,ó_prep,shin_dem,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,<START>_START,Tá_vb.pres,iomrá_sub,ar_pos,a_voc,leagan_noun,Béarla_prop,den_prep,Táin_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,<START>_START,Sa_prep,dráma_noun,Richard_prop,II_prop,déanann_vb.pres,an_det,Tiarna_prop,Mowbray_prop,mairgne_prop,nuair_sconj,a_voc,dhaortar_vb.past.spec,é_obj,chun_prep,deoraíochta_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,<START>_START,Is_cop,léir_adj,nach_comp,ionann_noun,na_det,córais_noun,agus_conj,na_det,múnlaí_noun,a_voc,chleachtaítear_for,ó_prep,áit_noun,go_par,háit_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,<START>_START,Chun_noun,achoimriú_noun,a_voc,dhéanamh_vn,",_pun",is_eng,gnáthghné_adj,de_prep,shaol_noun,an_det,chine_noun,dhaonna_adj,ar_pos,an_det,chruinne_noun,seo_dem,an_det,dátheangachas_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,<START>_START,San_dem,Eoraip_prop,agus_conj,in_prep,áiteanna_noun,eile_adj,",_pun",tá_vb.pres,mionteangacha_noun,áirithe_adj,ag_prep,dul_vn,i_prep,léig_det,",_pun",ach_conj,tá_vb.pres,cinn_noun,eile_adj,faoi_prep,bhláth_det,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,<START>_START,Na_noun,daoine_noun,eile_qual,ar_pos,labhair_vb.past,mé_sub,leo_prep,faoi_prep,cheist_noun,na_det,dteangacha_noun,sa_prep,tír_noun,",_pun",ba_cop,léir_adj,go_comp,raibh_vb.sub,siad_sub,dílis_prop,dá_prep,dteangacha_noun,treibhe_noun,féin_adj,",_pun",cé_q,go_par,raibh_vb.sub,líofacht_vb.past.spec,Suaihílise_prop,acu_prep,agus_conj,neart_noun,Béarla_prop,chomh_adv,maith_adj,—_pun,agus_conj,teangacha_noun,na_det,gcomharsana_noun,acu_prep,go_comp,minic_adj,lena_prep,chois_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,<START>_START,Má_sconj,bhíonn_vb.preshab,an_par,dá_prep,rud_noun,seo_dem,ann_prep,",_pun",tá_vb.pres,teanga_noun,ar_rel,bith_noun,chomhair_vb.past,a_voc,bheith_vn,dochloíte_vb.past.spec,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,<START>_START,Ní_neg,heol_noun,do_pos,theangeolaithe_prop,teangacha_noun,dá_prep,leithéid_noun,a_voc,bheith_vn,ann_prep,riamh_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
